original_language,popularity,release_date,vote_average,vote_count,studio,movie,production_budget,domestic_gross,worldwide_gross
en,6.934,2017-08-18,7.0,122,FoxS,Patti Cake$,"$1,000,000","$800,148","$1,471,090"
zh,5.082,2017-12-15,7.7,27,FoxS,Youth,"$13,000,000","$2,703,296","$24,001,573"
en,4.419,2016-11-23,7.5,6907,BV,Moana,"$150,000,000","$248,757,044","$637,517,365"
en,4.354,2017-10-08,5.2,50,Uni.,Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
en,4.341,2017-07-14,7.1,24,IFC,City of Ghosts,"$17,500,000","$325,491","$325,491"
en,4.27,2016-10-25,5.8,22,KE,Wolves,"$18,000,000",$0,"$94,953"
en,4.042,2017-08-25,6.1,25,Affirm,All Saints,"$2,000,000","$5,802,208","$5,941,994"
en,1.893,2017-06-16,6.7,20,IFC,The Journey,"$500,000","$19,800","$19,800"
en,1.463,2017-10-17,3.1,8,VE,Anna,"$4,357,373",$0,"$1,200,000"
en,0.9590000000000001,2017-05-01,10.0,1,WB,Black Mass,"$53,000,000","$62,575,678","$98,837,872"
fr,0.9159999999999999,2017-08-05,6.0,1,FoxS,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
en,0.8440000000000001,2017-01-27,5.9,1859,SGem,Resident Evil: The Final Chapter,"$40,000,000","$26,844,692","$314,101,190"
en,0.84,2017-03-11,7.0,1,LD,The Collection,"$10,000,000","$6,810,754","$8,890,094"
en,0.6,2011-06-07,4.5,2,Rela.,Paranoia,"$40,000,000","$7,388,654","$16,340,767"
en,80.773,2018-04-27,8.3,13948,BV,Avengers: Infinity War,"$300,000,000","$678,815,482","$2,048,134,200"
en,48.571000000000005,2017-10-06,7.4,6679,WB,Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408"
en,48.508,2018-11-16,6.9,4870,WB,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000","$159,555,901","$652,220,086"
en,44.729,2018-07-06,7.0,6290,BV,Ant-Man and the Wasp,"$130,000,000","$216,648,740","$623,144,660"
en,44.14,2018-02-16,7.4,12365,BV,Black Panther,"$200,000,000","$700,059,566","$1,348,258,224"
en,43.45,2017-11-03,7.5,11380,BV,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024"
en,43.078,2018-12-21,6.5,2425,Par.,Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
en,40.095,2018-12-14,6.0,1751,Uni.,Mortal Engines,"$100,000,000","$15,951,040","$85,287,417"
en,39.975,2018-11-21,5.8,1194,Uni.,Robin Hood,"$99,000,000","$30,824,628","$84,747,441"
en,39.975,2018-11-21,5.8,1194,Uni.,Robin Hood,"$210,000,000","$105,487,148","$322,459,006"
en,38.894,2018-05-10,7.5,8773,Fox,Deadpool 2,"$110,000,000","$324,591,735","$786,680,557"
en,38.102,2018-12-21,6.8,6155,WB,Aquaman,"$160,000,000","$335,061,807","$1,146,894,640"
en,37.196999999999996,2018-11-02,8.1,7629,Fox,Bohemian Rhapsody,"$55,000,000","$216,303,339","$894,985,342"
en,36.286,2018-06-15,7.6,6354,BV,Incredibles 2,"$200,000,000","$608,581,744","$1,242,520,711"
en,36.284,2018-11-16,8.3,3499,Uni.,Green Book,"$23,000,000","$85,080,171","$322,034,439"
en,34.958,2018-06-22,6.5,5995,Uni.,Jurassic World: Fallen Kingdom,"$170,000,000","$417,719,760","$1,305,772,799"
en,34.953,2017-11-17,6.2,7510,WB,Justice League,"$300,000,000","$229,024,295","$655,945,209"
en,33.83,2018-12-14,6.5,1584,WB,The Mule,"$50,000,000","$103,804,407","$170,857,676"
en,32.624,2018-12-25,7.4,225,Focus,On the Basis of Sex,"$20,000,000","$24,622,687","$38,073,377"
en,32.476,2018-09-07,6.5,716,STX,Peppermint,"$25,000,000","$35,418,723","$51,800,758"
en,31.397,2018-08-10,5.9,2896,WB,The Meg,"$178,000,000","$145,443,742","$529,530,715"
en,30.419,2018-12-19,6.6,1457,BV,Mary Poppins Returns,"$130,000,000","$171,958,438","$341,528,518"
en,30.029,2018-03-29,7.6,7021,WB,Ready Player One,"$150,000,000","$137,690,172","$579,290,136"
en,29.725,2018-06-29,6.7,1317,Sony,Sicario: Day of the Soldado,"$35,000,000","$50,065,850","$75,885,196"
en,29.502,2018-05-25,6.6,3838,BV,Solo: A Star Wars Story,"$275,000,000","$213,767,512","$393,151,347"
en,29.154,2018-04-06,7.3,5848,Par.,A Quiet Place,"$17,000,000","$188,024,361","$334,522,294"
en,28.651,2018-11-23,7.7,2096,FoxS,The Favourite,"$15,000,000","$34,366,783","$94,113,929"
en,28.44,2018-07-04,5.8,1846,Uni.,The First Purge,"$13,000,000","$69,488,745","$136,617,305"
en,26.906999999999996,2018-11-21,6.7,2236,MGM,Creed II,"$50,000,000","$115,715,889","$213,591,522"
en,26.815,2018-06-30,6.8,1673,Sony,Hotel Transylvania 3: Summer Vacation,"$65,000,000","$167,500,092","$527,079,962"
en,26.235,2018-11-02,6.0,909,BV,The Nutcracker and the Four Realms,"$132,900,000","$54,858,851","$170,293,899"
en,26.230999999999998,2018-09-28,6.6,600,WB,Smallfoot,"$80,000,000","$83,240,103","$213,691,277"
en,26.229,2018-07-13,6.1,2177,Uni.,Skyscraper,"$125,000,000","$68,420,120","$304,115,534"
en,26.185,2018-06-08,7.0,2491,A24,Hereditary,"$10,000,000","$44,069,456","$70,133,905"
en,25.961,2017-11-22,8.2,8669,BV,Coco,"$175,000,000","$209,726,015","$798,008,101"
en,25.101,2018-07-30,7.6,3138,Focus,BlacKkKlansman,"$15,000,000","$49,275,340","$93,017,335"
en,24.968000000000004,2018-03-16,6.3,4310,WB,Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
en,24.535999999999998,2018-08-17,5.9,1167,Studio 8,Alpha,"$51,000,000","$35,851,379","$99,624,873"
en,23.967,2018-08-03,6.8,1158,Fox,The Darkest Minds,"$34,000,000","$12,695,691","$38,361,428"
en,23.805,2018-08-31,6.2,289,LGF,Kin,"$30,000,000","$5,718,096","$10,096,821"
en,23.166,2018-01-26,7.0,3894,Fox,Maze Runner: The Death Cure,"$61,000,000","$58,032,443","$265,878,536"
en,22.961,2018-07-20,6.4,2089,Sony,The Equalizer 2,"$77,000,000","$102,084,362","$190,453,132"
en,22.958000000000002,2018-10-12,7.1,2304,Uni.,First Man,"$60,000,000","$44,936,545","$105,203,825"
en,22.738000000000003,2018-01-19,6.6,1244,STX,Den of Thieves,"$30,000,000","$44,947,622","$80,131,391"
en,22.634,2018-11-16,7.6,782,Par.,Instant Family,"$48,000,000","$67,363,237","$119,736,188"
en,22.511999999999997,2018-02-09,6.1,3535,Uni.,Fifty Shades Freed,"$55,000,000","$100,407,760","$371,350,619"
en,22.031999999999996,2018-12-21,6.6,286,Uni.,Welcome to Marwen,"$45,000,000","$10,763,520","$12,874,922"
en,22.025,2017-12-01,7.2,7224,FoxS,The Shape of Water,"$19,500,000","$63,859,435","$195,790,794"
en,22.009,2017-12-20,8.0,5197,Fox,The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
en,21.840999999999998,2018-04-06,6.1,969,Uni.,Blockers,"$21,000,000","$60,311,495","$94,045,328"
en,21.413,2018-06-01,7.4,1326,BH Tilt,Upgrade,"$3,000,000","$11,977,130","$16,553,285"
en,21.246,2018-08-17,6.0,920,STX,Mile 22,"$35,000,000","$36,108,758","$66,295,121"
en,21.121,2018-09-14,6.6,1756,LGF,A Simple Favor,"$20,000,000","$53,548,586","$97,628,717"
en,20.628,2018-11-16,6.5,941,Fox,Widows,"$40,000,000","$42,402,632","$73,866,088"
en,20.395,2017-12-20,6.7,7213,Sony,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193"
en,20.262999999999998,2018-11-30,5.1,393,SGem,The Possession of Hannah Grace,"$6,000,000","$14,836,174","$42,785,387"
en,20.238,2018-10-12,5.6,428,Sony,Goosebumps 2: Haunted Halloween,"$35,000,000","$46,697,321","$93,291,478"
en,20.125,2018-12-25,7.1,1213,Annapurna,Vice,"$60,000,000","$47,836,282","$70,883,171"
en,20.101,2017-11-17,8.2,3959,LGF,Wonder,"$20,000,000","$132,422,809","$304,604,712"
en,20.063,2018-01-12,6.2,2394,LGF,The Commuter,"$40,000,000","$36,343,858","$101,985,431"
en,19.479,2017-12-15,7.1,1425,Fox,Ferdinand,"$111,000,000","$84,410,380","$289,847,930"
en,19.459,2018-02-23,6.9,2756,WB (NL),Game Night,"$37,000,000","$69,179,066","$117,378,084"
en,19.135,2018-10-19,8.2,636,Fox,The Hate U Give,"$23,000,000","$29,719,483","$35,067,665"
en,18.5,2018-06-15,6.8,1297,WB (NL),Tag,"$28,000,000","$54,730,625","$77,026,186"
en,18.117,2018-03-02,6.5,3406,Fox,Red Sparrow,"$69,000,000","$46,874,505","$145,951,861"
en,17.969,2018-08-15,7.1,1496,WB,Crazy Rich Asians,"$30,000,000","$174,532,921","$238,099,711"
en,17.861,2018-07-20,6.1,365,BH Tilt,Unfriended: Dark Web,"$1,000,000","$8,866,745","$16,434,588"
en,17.815,2018-12-25,5.9,176,Annapurna,Destroyer,"$9,000,000","$1,533,324","$3,681,096"
en,17.808,2017-11-10,8.2,5432,FoxS,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$160,191,915"
en,17.604,2018-10-19,6.9,450,FoxS,Can You Ever Forgive Me?,"$10,000,000","$8,803,865","$11,752,387"
en,17.409000000000002,2018-10-12,7.6,500,Anch.,Beautiful Boy,"$25,000,000","$7,634,767","$13,031,424"
en,16.999000000000002,2018-08-10,4.0,712,SGem,Slender Man,"$10,000,000","$30,564,825","$51,723,644"
en,16.925,2018-10-26,7.0,752,Amazon,Suspiria,"$20,000,000","$2,483,472","$7,034,615"
en,16.785999999999998,2018-06-01,6.7,1264,STX,Adrift,"$35,000,000","$31,445,011","$57,897,191"
en,16.748,2017-09-29,6.7,2188,Uni.,American Made,"$50,000,000","$51,342,000","$135,569,212"
en,16.675,2018-02-16,5.9,338,LGF,Early Man,"$50,000,000","$8,267,544","$45,285,890"
en,16.604,2017-11-01,6.3,1044,STX,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550"
en,16.322,2018-12-21,6.2,361,STX,Second Act,"$15,700,000","$39,282,227","$63,288,854"
en,16.316,2018-03-23,6.2,667,BST,Unsane,"$1,500,000","$7,690,044","$14,244,931"
en,16.298,2018-04-20,6.4,1088,STX,I Feel Pretty,"$32,000,000","$48,795,601","$91,553,797"
en,16.24,2018-09-13,6.2,618,RLJ,Mandy,"$6,000,000","$1,214,525","$1,427,656"
en,16.115,2018-12-07,6.6,592,Focus,Mary Queen of Scots,"$25,000,000","$16,468,499","$46,734,733"
en,16.017,2018-01-05,6.1,1306,Uni.,Insidious: The Last Key,"$10,000,000","$67,745,330","$167,885,588"
en,15.974,2017-11-03,7.3,3866,A24,Lady Bird,"$10,000,000","$48,958,273","$78,610,769"
en,15.974,2018-02-09,6.5,650,Sony,Peter Rabbit,"$50,000,000","$115,234,093","$347,136,477"
en,15.607999999999999,2018-03-16,8.2,3165,Fox,"Love, Simon","$10,000,000","$40,826,341","$65,520,633"
en,15.550999999999998,2017-12-22,7.0,2506,Fox,The Post,"$50,000,000","$81,903,458","$179,748,880"
en,15.407,2017-12-08,7.5,2904,Neon,"I, Tonya","$11,000,000","$30,014,534","$53,797,409"
en,15.331,2017-11-22,7.3,2715,Focus,Darkest Hour,"$30,000,000","$56,443,120","$150,807,172"
en,14.89,2017-12-22,6.5,1884,Uni.,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412"
en,14.616,2017-10-13,6.7,1086,STX,The Foreigner,"$35,000,000","$34,393,507","$140,783,360"
en,14.585,2018-06-08,5.9,471,Global Road,Hotel Artemis,"$15,000,000","$6,708,137","$12,758,799"
en,14.354000000000001,2018-04-13,6.0,2005,Uni.,Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
en,13.966,2017-09-08,7.2,10931,WB (NL),It,"$35,000,000","$327,481,748","$697,457,969"
en,13.794,2018-09-14,6.3,277,Studio 8,White Boy Rick,"$30,000,000","$24,004,833","$25,947,983"
en,13.738,2018-09-21,7.0,590,Annapurna,The Sisters Brothers,"$38,000,000","$3,143,056","$13,143,056"
en,13.696,2018-05-11,6.2,435,WB (NL),Life of the Party,"$30,000,000","$53,059,911","$65,759,911"
en,13.652999999999999,2017-10-20,5.8,2246,WB,Geostorm,"$100,000,000","$33,700,160","$220,796,009"
en,13.579,2018-12-14,7.2,388,Annapurna,If Beale Street Could Talk,"$12,000,000","$14,915,773","$19,859,167"
en,13.335,2018-03-09,5.4,476,ENTMP,The Hurricane Heist,"$40,000,000","$6,115,824","$30,963,684"
en,13.27,2017-12-01,7.2,1895,A24,The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
en,13.183,2018-01-19,5.6,1312,WB,12 Strong,"$35,000,000","$45,819,713","$71,118,378"
en,12.987,2018-03-23,5.4,343,Par.,Sherlock Gnomes,"$59,000,000","$43,242,871","$87,527,651"
en,12.955,2018-09-28,5.5,273,LGF,Hell Fest,"$5,500,000","$11,107,431","$18,119,231"
en,12.687999999999999,2017-11-17,6.2,499,Sony,"Roman J. Israel, Esq.","$22,000,000","$11,962,712","$12,967,012"
en,12.529000000000002,2018-03-09,5.0,1073,BV,A Wrinkle in Time,"$103,000,000","$100,478,608","$133,401,882"
en,12.45,2017-12-22,5.8,277,WB,Father Figures,"$25,000,000","$17,501,244","$21,038,441"
en,12.44,2018-02-02,5.7,884,LGF,Winchester,"$3,500,000","$25,091,816","$44,378,040"
en,12.005,2018-03-28,7.1,98,Affirm,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$25,529,498"
en,11.988,2017-09-22,6.9,1045,FoxS,Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379"
en,11.575999999999999,2018-02-09,5.3,799,WB,The 15:17 to Paris,"$30,000,000","$36,276,286","$56,096,200"
en,11.514000000000001,2018-05-18,6.0,301,Par.,Book Club,"$10,000,000","$68,566,296","$91,113,683"
en,10.835999999999999,2018-06-29,6.5,220,LG/S,Uncle Drew,"$18,000,000","$42,469,946","$46,527,161"
en,10.682,2017-12-22,5.1,1887,Par.,Downsizing,"$68,000,000","$24,449,754","$54,462,971"
en,10.033999999999999,2018-06-15,5.2,231,VE,Gotti,"$10,000,000","$4,286,367","$6,089,100"
en,9.371,2018-01-12,5.5,259,SGem,Proud Mary,"$30,000,000","$20,868,638","$21,709,539"
en,9.307,2018-04-06,6.9,133,A24,Lean on Pete,"$8,000,000","$1,163,056","$2,455,027"
en,8.459,2017-12-08,4.9,94,BG,Just Getting Started,"$22,000,000","$6,069,605","$6,756,412"
fr,7.912999999999999,2018-09-07,6.4,63,WB,The Apparition,"$17,000,000","$4,936,819","$10,637,281"
sv,7.642,1968-12-23,7.8,77,FoxS,Shame,"$6,500,000","$4,002,293","$20,412,841"
fr,6.359,2018-04-30,4.9,60,IFC,The Other Woman,"$40,000,000","$83,911,193","$195,111,193"
en,2.707,2018-02-02,6.8,54,VE,Bilal: A New Breed of Hero,"$30,000,000","$490,973","$648,599"
en,0.6,2018-01-28,10.0,1,ORF,Spotlight,"$20,000,000","$45,055,776","$92,088,460"
en,0.6,2018-04-13,7.5,2,WB,The Judge,"$50,000,000","$47,119,388","$76,119,388"
en,0.6,2018-11-25,0.0,1,BG,Eden,"$2,300,000",$0,$0
